Item,avg_rainfall,pesticides_tonnes,avg_temp,Radiation,Season,hg/ha_yield
Soybeans,594.99,2.68,13.35,3.38,post-monsoon,14361.9
Wheat,238.71,18.76,17.74,5.1,winter,19860.8
Potatoes,995.12,5.94,24.17,4.99,monsoon,131916.7
Potatoes,188.59,3.11,16.9,6.52,summer,141862.0
Soybeans,551.79,14.64,25.05,7.5,summer,19367.3
Soybeans,1283.1,1.02,15.27,5.65,monsoon,13072.2
Wheat,1198.63,3.15,27.97,5.07,monsoon,21563.0
Rice,711.37,4.68,35.19,13.01,summer,30083.8
Soybeans,893.23,20.73,24.26,7.32,post-monsoon,19340.4
Rice,436.52,8.89,26.88,6.6,summer,33769.9
Wheat,1537.54,10.6,17.44,8.02,monsoon,19230.7
Potatoes,177.45,5.04,9.98,6.13,winter,84806.9
Potatoes,1815.3,19.64,23.8,8.44,monsoon,62891.5
Wheat,607.92,9.53,23.29,9.63,monsoon,33134.0
Wheat,753.37,20.32,22.3,10.14,post-monsoon,30638.5
Rice,1389.88,40.3,31.11,4.33,monsoon,42942.3
Rice,179.6,6.94,22.0,6.55,summer,29941.1
Maize,587.68,4.09,14.11,5.25,monsoon,28484.2
Wheat,1520.46,13.06,14.62,8.14,monsoon,15874.8
Rice,613.07,3.38,22.94,4.86,post-monsoon,31452.7
Wheat,496.42,5.78,13.97,4.84,post-monsoon,27131.7
Maize,213.44,1.36,24.55,11.71,summer,24561.6
Wheat,409.35,13.92,18.02,6.85,summer,29072.6
Wheat,1584.9,2.42,21.57,6.74,monsoon,23206.7
Rice,182.52,1.46,18.13,5.28,winter,20997.5
Maize,839.28,6.68,31.25,9.13,monsoon,33806.2
Potatoes,453.5,30.01,13.23,5.96,post-monsoon,146160.6
Soybeans,1019.84,13.57,29.7,6.75,post-monsoon,16771.4
Potatoes,303.81,2.65,23.43,6.61,post-monsoon,131375.8
Maize,122.91,5.45,23.66,6.97,summer,29554.6
Rice,454.51,18.29,31.13,7.21,summer,31848.3
Potatoes,235.14,21.54,26.18,6.54,winter,112252.6
Maize,276.83,42.67,17.7,1.97,summer,21399.7
Soybeans,1016.29,23.8,29.15,8.53,monsoon,19051.9
Soybeans,195.21,7.87,24.72,10.02,winter,11233.8
Wheat,634.73,7.73,15.09,5.79,post-monsoon,29125.8
Wheat,552.31,14.2,21.29,7.34,post-monsoon,31764.1
Maize,354.61,6.18,17.41,8.26,winter,25621.2
Potatoes,812.81,4.94,14.69,8.88,monsoon,160118.8
Rice,1530.67,6.29,27.07,6.55,monsoon,44712.9
Soybeans,584.17,1.49,25.05,6.6,summer,22835.2
Soybeans,314.87,24.89,27.9,5.22,summer,18440.6
Rice,398.6,7.03,15.43,9.82,winter,23960.6
Wheat,340.15,8.12,25.4,6.02,winter,25170.5
Potatoes,356.76,27.25,8.55,6.3,summer,107913.6
Rice,64.53,5.0,33.17,6.17,winter,24424.9
Potatoes,182.75,32.0,14.94,3.52,post-monsoon,117472.6
Wheat,1014.9,3.42,16.58,7.02,post-monsoon,24085.4
Wheat,375.55,8.4,22.13,5.55,summer,24178.2
Rice,617.77,1.46,24.81,2.48,post-monsoon,35399.5
Maize,942.15,5.45,24.43,5.55,post-monsoon,36616.6
Potatoes,289.5,14.09,22.95,6.63,winter,111894.7
Rice,548.78,19.6,26.11,4.82,post-monsoon,37569.7
Soybeans,461.91,19.41,25.71,6.88,post-monsoon,20586.1
Maize,259.5,3.27,24.15,6.9,winter,25449.3
Rice,1143.3,1.06,31.28,10.96,monsoon,42665.7
Maize,520.57,11.17,28.71,6.04,summer,36480.9
Rice,905.37,1.96,34.15,7.04,post-monsoon,40079.8
Soybeans,977.0,8.43,26.71,7.19,monsoon,22050.2
Soybeans,623.87,15.42,26.82,11.43,summer,16586.3
Wheat,246.84,27.15,20.52,6.73,post-monsoon,21687.3
Maize,345.27,18.66,26.21,7.62,summer,29689.8
Soybeans,266.72,18.7,24.04,10.46,post-monsoon,14920.9
Rice,422.88,12.15,30.73,7.1,summer,26847.5
Maize,1594.36,10.36,8.0,8.13,monsoon,15910.8
Wheat,379.15,2.43,24.54,7.14,summer,24796.6
Wheat,878.01,20.0,18.31,2.71,monsoon,26153.2
Rice,455.01,7.93,29.47,8.11,summer,34597.3
Soybeans,420.47,10.9,29.65,2.27,summer,16114.0
Wheat,290.75,2.85,26.8,6.28,summer,25501.9
Rice,579.23,1.58,25.68,2.49,summer,34971.9
Maize,1048.6,30.49,25.72,7.9,monsoon,39563.9
Rice,225.06,1.54,30.21,5.43,winter,29130.8
Potatoes,307.6,5.75,23.41,6.11,summer,152546.9
Potatoes,1072.74,2.62,14.93,9.35,monsoon,129162.2
Rice,588.23,2.19,25.09,6.05,post-monsoon,39378.7
Wheat,581.06,9.42,31.75,3.89,summer,24519.7
Wheat,624.24,1.97,21.72,8.23,post-monsoon,32344.4
Wheat,225.73,13.24,21.87,1.33,summer,21015.4
Wheat,413.86,4.56,14.74,5.67,post-monsoon,24854.4
Maize,51.6,18.67,22.45,6.52,summer,21644.8
Maize,1130.08,25.27,26.73,6.11,monsoon,35984.2
Soybeans,191.22,17.3,32.25,8.44,summer,11569.7
Potatoes,221.1,3.5,16.92,10.73,winter,148707.4
Maize,404.12,7.64,19.21,5.82,summer,30239.2
Maize,275.6,10.76,20.39,9.74,winter,26084.9
Wheat,2292.85,51.34,20.71,8.28,monsoon,16636.3
Potatoes,275.83,10.33,16.81,5.97,winter,160111.7
Potatoes,48.38,3.51,16.19,13.76,winter,92172.6
Maize,84.53,4.66,25.9,2.72,winter,20601.1
Maize,386.34,3.31,16.47,6.65,winter,22221.2
Rice,656.79,45.69,29.99,5.38,summer,36224.0
Wheat,412.86,1.76,17.27,2.59,winter,23810.1
Maize,443.91,7.22,28.33,8.68,summer,34323.6
Potatoes,1354.95,8.1,12.47,3.36,monsoon,109532.7
Soybeans,391.69,3.41,30.55,2.33,summer,14847.9
Soybeans,413.02,7.45,27.14,4.73,post-monsoon,19271.4
Maize,289.56,14.15,23.69,9.71,summer,24753.6
Rice,207.47,4.1,26.11,6.6,summer,32021.2
Wheat,670.33,15.77,17.52,3.6,post-monsoon,30567.0
Potatoes,509.76,7.9,11.66,7.24,summer,144378.0
Maize,335.88,4.57,26.37,3.52,winter,25665.7
Wheat,312.4,6.81,20.86,3.52,winter,20782.1
Wheat,849.97,1.47,29.86,9.56,post-monsoon,24381.3
Wheat,585.25,6.04,9.39,6.62,post-monsoon,25006.6
Rice,375.34,7.56,12.5,11.18,summer,16621.4
Potatoes,864.1,5.93,20.03,6.41,post-monsoon,145544.6
Soybeans,291.68,37.61,17.39,9.78,winter,13279.9
Soybeans,634.24,5.75,18.69,6.71,post-monsoon,19583.9
Rice,435.52,4.28,22.51,5.58,summer,34805.5
Rice,377.9,16.65,24.32,14.23,summer,28752.3
Potatoes,731.31,4.81,22.73,6.4,monsoon,184820.6
Potatoes,1006.61,1.45,19.16,5.66,monsoon,113501.3
Soybeans,249.98,3.19,16.53,7.34,post-monsoon,13772.2
Wheat,416.98,24.22,23.15,7.06,post-monsoon,33583.5
Wheat,1419.53,11.23,16.22,3.13,monsoon,17771.7
Maize,447.31,31.29,22.04,9.44,summer,29975.9
Wheat,211.06,15.72,23.28,7.34,winter,23887.9
Soybeans,1091.95,6.57,27.8,10.45,monsoon,18646.8
Wheat,413.2,16.74,16.82,4.92,summer,28776.1
Maize,469.8,3.33,28.77,9.35,summer,27302.8
Potatoes,990.31,12.76,21.2,4.44,monsoon,146401.2
Wheat,491.0,13.21,25.97,5.59,monsoon,30019.7
Soybeans,480.23,6.12,18.96,7.63,summer,16945.3
Rice,569.06,9.05,31.82,7.62,post-monsoon,36122.9
Wheat,533.27,1.7,22.58,9.68,post-monsoon,26411.2
Rice,233.61,2.53,24.01,8.76,summer,33803.0
Wheat,547.57,20.8,25.5,10.27,summer,28277.3
Soybeans,668.53,16.54,21.13,7.5,post-monsoon,19644.4
Potatoes,86.28,15.16,18.03,9.15,summer,105847.1
Potatoes,849.92,33.67,20.64,7.02,monsoon,169889.2
Wheat,256.99,17.15,17.43,10.66,summer,25784.9
Rice,1256.59,17.09,21.44,8.33,monsoon,47632.0
Maize,1355.09,15.04,25.71,4.91,monsoon,37560.0
Soybeans,503.44,1.38,30.4,5.89,summer,16836.8
Soybeans,356.86,4.25,24.67,6.76,winter,16273.8
Rice,433.41,7.28,29.16,5.75,post-monsoon,34996.2
Wheat,634.31,8.45,17.24,11.22,post-monsoon,26123.3
Soybeans,270.62,9.72,18.32,7.44,post-monsoon,16202.8
Maize,352.78,20.67,26.39,4.94,post-monsoon,30373.8
Maize,402.29,27.41,14.55,10.29,post-monsoon,21673.6
Wheat,175.96,2.1,26.42,8.16,winter,18480.6
Maize,909.26,5.96,25.71,8.09,post-monsoon,39215.0
Potatoes,179.81,28.31,12.26,9.72,winter,104773.9
Potatoes,207.63,6.02,17.77,6.96,winter,140788.3
Potatoes,264.82,3.73,26.0,8.64,summer,122366.3
Soybeans,287.64,20.35,28.23,5.52,winter,13750.7
Potatoes,229.64,23.33,23.71,7.11,summer,109995.4
Rice,652.25,6.4,20.36,1.0,summer,26245.7
Maize,914.42,37.75,31.07,7.48,post-monsoon,32302.4
Rice,1276.51,6.98,35.7,6.35,monsoon,36071.1
Soybeans,431.86,7.35,25.81,6.74,winter,18935.8
Maize,194.23,4.11,26.99,9.24,winter,26101.5
Rice,608.03,2.74,30.73,7.11,monsoon,42810.3
Rice,962.88,5.11,22.07,6.43,post-monsoon,42850.2
Rice,136.81,7.75,34.2,4.12,summer,22728.6
Soybeans,1403.83,5.78,16.0,8.82,monsoon,13204.9
Wheat,121.47,17.48,20.29,3.6,winter,16401.2
Rice,791.86,6.81,29.74,11.38,summer,36723.4
Rice,2133.0,1.94,23.57,5.63,monsoon,35441.8
Potatoes,334.03,7.44,17.79,6.88,winter,151591.9
Maize,345.1,1.55,21.62,6.67,winter,31402.4
Potatoes,788.18,7.79,15.01,10.01,post-monsoon,164734.1
Wheat,510.83,15.94,16.41,11.42,summer,23071.5
Soybeans,867.11,11.9,26.49,8.34,monsoon,21928.7
Wheat,980.37,13.52,17.96,7.21,monsoon,27918.0
Wheat,487.82,1.99,27.56,4.44,summer,25235.6
Maize,428.06,1.47,26.79,6.3,winter,30495.7
Soybeans,490.17,4.6,24.77,6.52,summer,18729.6
Maize,690.28,17.82,16.17,8.16,monsoon,34636.4
Maize,562.93,5.24,15.23,9.3,post-monsoon,25438.2
Potatoes,641.5,2.49,21.39,4.68,monsoon,165985.7
Rice,1014.68,2.21,19.8,9.4,monsoon,42898.5
Rice,191.06,15.19,31.89,4.97,post-monsoon,30442.9
Maize,233.8,14.56,31.06,3.9,winter,23690.8
Rice,178.45,23.13,38.02,6.99,winter,23389.7
Soybeans,125.22,4.1,21.64,9.99,winter,12635.0
Maize,272.78,23.85,32.09,7.87,post-monsoon,25120.6
Maize,320.79,8.33,22.0,5.36,winter,27164.8
Rice,317.72,15.9,30.09,6.46,winter,25950.0
Wheat,1474.75,4.21,25.12,2.86,monsoon,16271.9
Wheat,432.92,5.87,26.11,6.97,winter,25322.3
Wheat,236.1,14.9,31.51,10.93,post-monsoon,16356.9
Wheat,397.08,37.3,24.01,8.9,winter,25844.2
Maize,501.87,10.07,29.23,6.68,summer,33311.3
Rice,1040.73,29.29,20.07,7.07,post-monsoon,39752.4
Soybeans,227.56,54.34,17.31,10.14,winter,12730.5
Wheat,583.33,14.85,24.55,8.25,post-monsoon,27666.5
Rice,165.86,22.04,25.94,4.84,post-monsoon,33121.7
Wheat,784.81,5.0,14.83,7.83,post-monsoon,25747.4
Potatoes,1383.99,6.61,14.47,7.9,monsoon,105664.1
Potatoes,1269.2,2.54,17.51,2.49,monsoon,109069.1
Rice,220.19,5.64,34.38,8.23,summer,25518.7
Wheat,1601.5,15.94,22.69,5.62,monsoon,20532.1
Soybeans,368.37,6.67,21.67,5.43,winter,13045.2
Maize,132.28,9.0,23.59,8.26,winter,25913.0
Soybeans,263.6,34.01,20.09,5.9,summer,14545.1
Rice,789.56,3.79,25.37,2.91,post-monsoon,35267.1
Wheat,349.83,1.82,16.1,8.54,winter,19787.4
Maize,1642.53,8.56,22.56,8.58,monsoon,27555.1
Rice,711.44,6.73,23.68,7.09,post-monsoon,37829.7
Soybeans,89.9,25.6,27.08,9.59,winter,11463.7
Rice,803.11,45.48,20.88,7.74,monsoon,36431.6
Maize,74.07,4.5,26.53,6.64,winter,21879.9
Potatoes,160.22,1.3,19.91,9.49,winter,134426.6
Potatoes,357.39,30.33,11.95,8.1,winter,121000.9
Soybeans,1510.17,2.07,22.71,10.17,monsoon,14126.0
Maize,328.26,21.29,16.67,5.84,winter,28553.3
Soybeans,248.03,1.41,30.78,4.47,winter,13422.4
Wheat,234.49,20.13,24.01,9.11,summer,24738.9
Potatoes,659.74,7.89,21.33,6.69,post-monsoon,179862.2
Soybeans,609.75,38.52,19.48,7.85,post-monsoon,19332.7
Rice,292.33,3.9,29.76,9.2,winter,27025.4
Soybeans,325.95,9.52,21.54,4.74,summer,13996.2
Rice,501.75,17.48,34.83,8.85,monsoon,31006.6
Soybeans,675.82,7.98,23.93,4.55,monsoon,22135.8
Potatoes,1565.42,2.41,23.11,9.23,monsoon,91297.3
Potatoes,266.1,3.24,12.82,3.11,winter,112445.8
Wheat,366.07,2.24,31.45,8.55,winter,21301.4
Potatoes,390.25,27.72,17.69,5.84,winter,164769.8
Potatoes,214.15,42.25,23.09,9.45,winter,132822.1
Wheat,187.93,12.23,21.58,11.87,winter,19838.6
Rice,388.12,3.1,25.6,7.0,monsoon,32104.5
Maize,325.05,15.57,16.34,11.72,winter,21776.3
Potatoes,483.58,1.8,17.81,5.2,summer,173885.9
Soybeans,132.47,5.58,19.75,5.74,winter,14566.7
Potatoes,87.76,6.74,27.4,7.15,summer,76288.9
Wheat,371.05,2.95,21.29,10.79,post-monsoon,26656.7
Potatoes,426.86,52.1,14.27,5.23,post-monsoon,154014.3
Wheat,453.54,13.28,15.44,6.01,summer,25424.1
Maize,408.78,4.63,21.74,8.41,summer,26328.3
Wheat,713.68,31.01,20.49,10.4,post-monsoon,31122.0
Wheat,290.81,28.81,21.4,7.58,winter,24322.8
Wheat,214.47,1.18,14.06,2.32,winter,17309.1
Wheat,506.08,15.65,13.35,7.27,post-monsoon,24792.3
Rice,365.07,33.28,33.42,7.36,winter,28131.5
Potatoes,996.71,3.4,18.87,3.07,monsoon,139756.4
Soybeans,386.63,5.56,18.44,3.87,summer,15727.2
Soybeans,671.97,5.08,19.17,8.94,monsoon,20449.4
Potatoes,1605.15,4.49,22.68,4.2,monsoon,101497.1
Wheat,388.71,7.63,26.0,6.59,summer,28610.3
Potatoes,570.3,19.24,8.0,6.88,summer,136320.2
Potatoes,296.93,3.33,9.5,4.16,post-monsoon,122769.3
Soybeans,546.78,20.57,23.59,11.36,summer,19110.5
Maize,670.01,6.89,12.54,5.75,post-monsoon,29032.2
Soybeans,380.58,1.83,32.92,11.2,post-monsoon,12163.8
Soybeans,1414.84,14.82,17.95,8.18,monsoon,13231.2
Soybeans,925.49,3.71,22.88,2.04,monsoon,19289.1
Soybeans,333.27,88.46,22.91,5.41,post-monsoon,15796.9
Maize,331.77,18.55,19.87,6.77,summer,26876.8
Wheat,558.6,18.27,14.47,9.68,post-monsoon,25440.0
Potatoes,1449.67,29.53,20.23,6.99,monsoon,105659.5
Maize,639.6,13.78,37.37,7.73,summer,20943.0
Rice,500.61,7.29,29.13,6.58,summer,32413.6
Maize,229.8,7.61,24.79,3.35,summer,23455.9
Rice,231.04,2.29,31.14,12.55,winter,25371.5
Soybeans,1190.17,20.3,24.2,9.64,monsoon,18088.8
Wheat,502.94,28.0,14.01,3.01,post-monsoon,23205.4
Potatoes,271.04,27.18,24.69,7.02,winter,130875.4
Rice,622.74,9.23,17.81,12.27,monsoon,34175.3
Potatoes,654.42,7.39,15.58,5.45,post-monsoon,164202.6
Soybeans,217.72,3.73,29.94,11.23,post-monsoon,9913.9
Rice,464.65,1.79,26.93,6.77,summer,35717.9
Rice,509.08,2.93,31.01,13.47,winter,28541.9
Maize,624.45,5.44,20.47,11.52,summer,27952.3
Rice,661.95,40.52,22.75,13.1,summer,33284.6
Soybeans,1131.28,4.66,19.03,4.2,post-monsoon,14879.2
Potatoes,403.13,20.68,26.47,7.38,summer,133547.7
Soybeans,177.74,26.78,33.23,11.83,winter,10052.6
Wheat,829.91,25.09,17.97,5.68,post-monsoon,26472.8
Soybeans,580.28,3.32,21.72,3.63,monsoon,18925.6
Rice,690.03,8.13,27.05,6.6,post-monsoon,34700.6
Maize,245.45,4.19,22.06,5.75,post-monsoon,25592.1
Potatoes,1134.04,33.18,16.23,6.7,monsoon,146983.0
Maize,183.03,6.38,28.13,8.46,winter,25831.5
Maize,901.05,2.45,21.56,10.92,post-monsoon,32687.8
Soybeans,1320.27,3.24,26.98,6.33,monsoon,14758.4
Potatoes,1251.01,2.62,9.74,8.48,monsoon,89952.2
Rice,502.67,24.41,23.38,4.75,summer,32568.9
Rice,511.55,16.81,36.53,5.76,summer,19200.2
Potatoes,1375.09,7.2,19.52,5.76,monsoon,128025.4
Rice,373.22,4.59,27.1,10.97,post-monsoon,31515.3
Soybeans,989.51,7.17,29.75,6.37,monsoon,18505.7
Maize,363.05,6.3,18.58,8.69,winter,28977.5
Maize,958.4,6.96,28.51,3.67,monsoon,39366.5
Wheat,260.27,35.5,13.23,7.24,summer,23536.2
Potatoes,485.17,10.85,21.2,3.64,summer,147152.9
Potatoes,407.27,9.24,11.2,7.1,summer,137493.5
Wheat,384.18,8.27,26.01,4.85,summer,26086.4
Maize,290.57,22.45,27.74,8.39,winter,28529.4
Maize,323.76,6.61,31.55,6.31,post-monsoon,24586.0
Potatoes,127.29,20.96,28.46,6.94,winter,88972.3
Rice,798.64,4.82,32.37,5.42,post-monsoon,36784.7
Rice,1098.03,1.94,28.99,8.96,monsoon,40906.2
Soybeans,336.78,10.1,19.22,6.93,summer,15875.1
Potatoes,319.93,2.4,16.42,10.73,post-monsoon,152175.3
Wheat,1272.08,1.07,26.95,11.51,monsoon,20062.1
Wheat,791.92,2.36,20.54,11.04,monsoon,29934.4
Rice,160.11,20.94,34.18,6.14,winter,22580.5
Potatoes,1320.68,4.91,15.49,7.08,monsoon,115010.1
Potatoes,1104.69,13.42,17.54,3.82,monsoon,115032.4
Potatoes,820.51,8.19,19.62,7.36,post-monsoon,142501.7
Rice,673.44,11.17,30.43,10.84,summer,36789.6
Maize,1190.95,7.74,20.3,6.04,monsoon,34556.9
Wheat,853.22,17.87,17.32,3.57,post-monsoon,29435.2
Wheat,768.15,21.44,32.3,8.4,post-monsoon,24292.9
Wheat,799.94,5.21,18.74,6.23,monsoon,28067.2
Soybeans,407.43,12.93,28.33,5.81,summer,19021.0
Wheat,741.78,5.05,13.42,13.78,post-monsoon,22746.7
Wheat,490.01,12.51,23.24,7.37,summer,28740.8
Maize,1494.15,2.28,28.19,7.22,monsoon,28365.9
Maize,594.8,1.51,25.17,4.74,summer,32854.4
Soybeans,282.23,6.97,16.19,7.04,winter,12716.8
Wheat,176.46,45.79,25.44,5.91,winter,19655.2
Rice,499.65,37.72,26.78,10.36,post-monsoon,29193.3
Rice,640.62,11.28,33.55,6.81,post-monsoon,33926.1
Wheat,345.34,31.69,24.58,5.37,summer,24603.4
Potatoes,489.12,4.51,24.77,1.0,post-monsoon,140380.1
Potatoes,665.04,6.54,20.38,8.47,post-monsoon,141808.9
Rice,471.91,17.44,27.16,7.44,post-monsoon,36962.1
Potatoes,216.76,24.09,25.99,8.88,winter,123655.1
Soybeans,575.39,2.53,21.78,9.44,post-monsoon,19434.1
Soybeans,926.57,2.6,24.56,3.93,post-monsoon,19179.6
Rice,666.03,35.44,25.21,8.82,post-monsoon,35548.7
Potatoes,166.29,12.08,28.61,6.29,post-monsoon,76607.9
Maize,1068.47,6.99,29.96,8.87,monsoon,36607.1
Potatoes,1783.56,4.37,10.6,7.35,monsoon,81730.4
Potatoes,233.83,13.98,18.78,7.7,post-monsoon,159234.6
Rice,1097.16,40.13,25.11,3.77,post-monsoon,40293.7
Rice,317.2,7.32,34.78,4.21,summer,21341.5
Rice,1021.41,3.22,42.59,6.97,monsoon,29483.4
Maize,422.49,29.76,28.31,4.4,summer,33055.7
Rice,195.04,4.79,33.43,6.36,winter,26704.7
Potatoes,744.52,4.17,15.78,4.87,post-monsoon,157296.9
Maize,575.29,2.45,25.08,2.21,post-monsoon,28230.2
Wheat,821.91,35.94,26.83,8.8,post-monsoon,31824.1
Soybeans,253.05,15.48,29.35,4.14,winter,13021.1
Maize,1420.95,5.8,25.85,6.19,monsoon,32814.9
Maize,1396.88,6.98,21.63,8.34,monsoon,37153.3
Potatoes,559.16,8.14,24.46,15.89,post-monsoon,136855.1
Maize,291.52,5.96,28.61,7.94,summer,25240.4
Maize,366.49,2.8,24.79,7.12,summer,33238.2
Rice,0.0,1.52,23.79,5.44,monsoon,26830.4
Soybeans,782.52,4.33,18.71,5.21,monsoon,21582.7
Maize,924.17,14.95,26.69,8.14,monsoon,32274.3
Wheat,669.31,3.98,29.1,6.77,post-monsoon,28162.4
Potatoes,669.6,5.11,25.7,4.68,monsoon,171737.2
Wheat,1603.88,12.28,22.27,8.07,monsoon,21647.2
Rice,1125.39,10.99,19.36,11.46,monsoon,43832.6
Wheat,433.85,23.49,23.51,6.91,summer,24843.9
Potatoes,213.92,6.19,14.99,5.14,winter,133208.1
Potatoes,289.71,9.15,26.78,7.52,winter,125913.5
Wheat,875.34,12.49,26.32,7.77,post-monsoon,28083.8
Rice,807.53,15.28,30.32,9.65,monsoon,39915.2
Wheat,666.69,3.3,22.47,10.51,monsoon,30312.0
Rice,423.38,18.21,24.78,10.01,winter,31689.2
Rice,678.63,3.7,31.51,9.11,post-monsoon,35434.3
Soybeans,474.43,14.93,26.28,7.53,summer,18175.2
Maize,986.41,9.44,31.03,5.45,monsoon,33692.7
Rice,305.0,24.84,20.05,12.12,winter,21054.2
Potatoes,576.93,26.08,17.08,5.07,post-monsoon,190141.1
Soybeans,378.12,30.23,29.9,9.63,monsoon,16716.7
Maize,720.43,6.7,16.18,8.96,summer,27339.7
Wheat,248.26,14.94,20.76,5.93,winter,23488.9
Maize,409.25,4.17,27.7,6.18,monsoon,30221.4
Potatoes,608.34,17.83,10.89,8.15,post-monsoon,144561.2
Rice,802.57,10.0,26.71,3.22,monsoon,43280.1
Potatoes,1135.1,36.73,21.94,2.55,monsoon,126710.5
Potatoes,763.01,21.77,15.58,10.09,post-monsoon,155636.9
Maize,471.51,2.93,17.05,4.83,summer,27727.1
Rice,862.54,43.31,20.26,5.49,monsoon,39250.3
Rice,146.66,2.9,21.24,12.28,winter,20131.9
Maize,511.52,14.06,28.11,9.37,post-monsoon,30770.8
Rice,194.58,4.59,36.9,2.61,winter,13435.6
Maize,403.72,15.05,29.47,5.65,summer,23933.6
Wheat,1428.56,1.97,13.63,4.06,monsoon,18841.1
Rice,554.39,2.03,33.09,5.92,summer,33802.7
Soybeans,1076.8,3.23,24.27,9.62,post-monsoon,16533.7
Soybeans,1818.65,2.2,31.99,12.7,monsoon,6689.7
Soybeans,306.57,5.08,12.79,7.51,summer,11360.1
Potatoes,966.42,12.73,30.02,7.54,post-monsoon,96801.3
Maize,974.41,5.67,23.76,1.05,post-monsoon,34669.9
Soybeans,1167.95,27.58,26.26,6.82,monsoon,17173.6
Soybeans,338.89,13.07,21.98,3.29,winter,12658.3
Wheat,838.51,1.54,17.31,5.7,monsoon,31512.2
Potatoes,600.65,5.45,8.0,4.49,monsoon,161482.7
Rice,670.04,1.9,27.23,9.96,summer,38228.4
Soybeans,577.1,23.24,28.86,6.93,summer,18138.8
Wheat,1392.74,14.95,20.07,5.97,monsoon,20835.7
Rice,207.9,1.17,23.68,2.73,winter,23672.2
Potatoes,187.71,18.49,17.35,1.0,winter,121178.4
Potatoes,119.48,3.0,16.54,9.35,winter,128992.7
Rice,230.13,18.77,23.31,6.36,summer,30012.7
Potatoes,260.91,9.16,16.15,8.61,winter,142650.7
Rice,1442.75,2.32,32.29,7.93,monsoon,41986.2
Wheat,286.87,3.54,26.04,7.29,winter,23779.5
Potatoes,234.74,5.81,14.61,5.32,winter,145207.2
Wheat,1282.9,4.87,26.33,8.27,monsoon,21880.9
Potatoes,1171.09,3.58,21.75,8.44,monsoon,125766.1
Rice,221.93,10.08,22.23,9.74,winter,28517.3
Potatoes,553.12,15.41,33.47,6.93,summer,128357.3
Rice,1524.17,4.65,29.46,2.98,monsoon,42646.8
Wheat,825.32,8.29,17.73,9.41,post-monsoon,29803.1
Potatoes,677.42,36.49,16.19,10.59,monsoon,155249.3
Maize,319.98,30.5,23.63,6.1,monsoon,31915.3
Soybeans,393.78,1.12,26.73,3.18,summer,15686.4
Wheat,309.64,10.64,16.1,6.39,monsoon,27566.9
Soybeans,550.04,9.47,19.38,5.5,post-monsoon,17614.0
Maize,703.57,6.21,22.58,6.99,monsoon,37975.8
Potatoes,279.25,8.86,16.55,4.9,winter,130205.4
Potatoes,188.64,18.64,13.62,8.33,winter,112497.0
Potatoes,337.01,3.47,22.51,5.75,winter,145675.6
Soybeans,686.03,17.46,21.02,10.73,post-monsoon,18643.1
Rice,816.65,4.7,19.96,8.11,post-monsoon,38514.9
Rice,462.02,9.12,31.97,5.1,post-monsoon,31674.8
Soybeans,820.19,32.13,19.61,7.83,monsoon,18993.0
Wheat,864.6,1.55,26.26,9.7,post-monsoon,26956.3
Potatoes,563.79,3.46,9.33,5.6,post-monsoon,155401.6
Maize,1947.54,6.99,14.69,3.13,monsoon,17525.2
Rice,614.47,3.85,30.56,6.43,post-monsoon,37353.8
Wheat,412.34,9.04,21.29,5.77,summer,27974.4
Soybeans,176.55,43.69,22.01,8.88,winter,13111.3
Rice,193.84,11.81,18.18,4.32,winter,19756.1
Rice,1417.12,18.37,20.86,8.7,monsoon,40317.4
Wheat,412.56,24.84,22.07,10.29,monsoon,30549.6
Maize,382.99,13.99,32.29,10.85,summer,24697.9
Soybeans,506.23,2.51,24.94,5.54,summer,20362.7
Maize,854.83,6.5,26.74,9.77,monsoon,37504.6
Maize,710.56,8.88,25.29,9.68,summer,35175.9
Rice,403.59,10.84,24.78,2.8,post-monsoon,28145.7
Soybeans,132.71,4.67,22.4,7.36,winter,11692.9
Rice,898.28,11.01,22.89,1.74,post-monsoon,40629.0
Potatoes,632.58,3.44,16.01,7.29,post-monsoon,175612.5
Potatoes,805.04,14.67,22.65,7.73,post-monsoon,148140.3
Soybeans,257.77,6.96,22.16,9.05,summer,15795.0
Rice,260.01,25.47,37.97,2.8,summer,18762.1
Wheat,221.48,14.93,25.29,11.61,summer,23039.2
Soybeans,669.26,12.61,24.23,10.23,post-monsoon,18873.0
Potatoes,162.44,9.6,13.72,3.98,winter,104141.1
Rice,687.59,3.18,27.74,3.46,summer,35299.7
Soybeans,1431.17,11.64,28.05,4.11,monsoon,14455.5
Wheat,2203.11,16.08,17.49,14.06,monsoon,12013.9
Rice,253.21,33.35,20.7,10.06,summer,26998.5
Wheat,385.14,12.49,28.09,3.21,summer,20140.1
Maize,979.12,12.24,29.35,8.48,post-monsoon,34627.6
Maize,1025.45,11.51,23.8,5.6,post-monsoon,35689.9
Wheat,329.63,15.78,21.83,6.4,winter,25741.6
Wheat,515.24,30.5,16.5,5.14,summer,27923.8
Maize,1026.03,1.67,27.28,6.58,monsoon,40099.0
Wheat,1397.62,12.76,30.03,5.71,monsoon,17266.0
Potatoes,413.09,1.42,20.09,6.59,summer,162773.5
Wheat,442.1,6.07,25.84,7.75,summer,28761.2
Maize,473.54,10.8,16.27,6.04,summer,25241.2
Maize,985.14,27.79,20.67,7.14,monsoon,37182.3
